"caseIndex","opponent","opponentMapOrdinal","mapId","directionOrdinal","candidateStart","opponentStart","candidateStartOrdinal","opponentStartOrdinal","countryOrdinal","country","candidateSlot","requestedEngineSeed","maxUpdates","stratumId","topologyId","role","schedulerJobId","pairedArtifactSha256","sourceCommit","disabledV5","disabledV6","v2V5","v2V6"
"443","pinned_supalosa","12","south-pacific","0","57,98","99,148","0","1","5","Africans","1","3350108443","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27069914","0c4d79ca929db60fb306744016008ee5933d5afa28828f1110c98d955133f552","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":11092,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":11092,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":11092,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":11092,""winner"":""baseline""}"
"444","pinned_supalosa","12","south-pacific","0","57,98","99,148","0","1","6","Arabs","0","3350108444","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27069915","8cbe4a7c368abc5e23bc48d94a4f19f187686fd9806f1c04a1943cb80e3a61f9","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":13608,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":13608,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":13608,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":13608,""winner"":""baseline""}"
"445","pinned_supalosa","12","south-pacific","0","57,98","99,148","0","1","6","Arabs","1","3350108445","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27069916","a6635cc3a435f6cd53abe547a0357a4111947dce1ad8d14186c2c55ec3bf10ba","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""engine_nonliteral_termination_draw"",""tick"":11972,""winner"":""draw""}","{""status"":""engine_nonliteral_termination_draw"",""tick"":11972,""winner"":""draw""}","{""status"":""engine_nonliteral_termination_draw"",""tick"":11972,""winner"":""draw""}","{""status"":""engine_nonliteral_termination_draw"",""tick"":11972,""winner"":""draw""}"
"446","pinned_supalosa","12","south-pacific","0","57,98","99,148","0","1","7","Confederation","0","3350108446","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27069918","991e8a9d0d4034dd1f5e469f76dbb1724cd12e77bbe932c3a70e2e552b81111f","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":12285,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":12285,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":12285,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":12285,""winner"":""baseline""}"
"447","pinned_supalosa","12","south-pacific","0","57,98","99,148","0","1","7","Confederation","1","3350108447","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27070304","dd2cd13a715943e87fb632f27b2039186ba6738287a302815e6f12989aea8e28","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":14100,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":14100,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":14100,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":14100,""winner"":""baseline""}"
"448","pinned_supalosa","12","south-pacific","0","57,98","99,148","0","1","8","Russians","0","3350108448","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27070305","37f6c9719779c33704f5a1e5e2717a64c018d1974e145397b9a4e564d6fab813","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":12533,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":12533,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":12533,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":12533,""winner"":""baseline""}"
"449","pinned_supalosa","12","south-pacific","0","57,98","99,148","0","1","8","Russians","1","3350108449","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27070306","d61cb800167edb82de0f852343872be57c3a07d8491f8d47768cf58fbf09e67d","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":13943,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":13943,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":13943,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":13943,""winner"":""baseline""}"
"450","pinned_supalosa","12","south-pacific","1","99,148","57,98","1","0","0","Americans","0","3350108450","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27070307","d2bac339a425f54bbea9b421d7ceb31ef4919a67d85b9c6cd0b0c3bce9bceae5","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"451","pinned_supalosa","12","south-pacific","1","99,148","57,98","1","0","0","Americans","1","3350108451","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27070308","2a6e30085e00d0876b9722f823c08e01d2a4cea8d14bb85e9efd4ec53c6f2518","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"452","pinned_supalosa","12","south-pacific","1","99,148","57,98","1","0","1","Alliance","0","3350108452","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27070309","765c9010c5628be795182bc9e5ede16ca4770b18a4493cd80c8d248f08664aaa","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""engine_nonliteral_termination_draw"",""tick"":20682,""winner"":""draw""}","{""status"":""engine_nonliteral_termination_draw"",""tick"":20682,""winner"":""draw""}","{""status"":""engine_nonliteral_termination_draw"",""tick"":20622,""winner"":""draw""}","{""status"":""engine_nonliteral_termination_draw"",""tick"":20622,""winner"":""draw""}"
"453","pinned_supalosa","12","south-pacific","1","99,148","57,98","1","0","1","Alliance","1","3350108453","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27070310","9f84d58a25776355398b5e68ea6dd3ed7c6f3314e3b7c0c3b907bbd848a4a3da","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"454","pinned_supalosa","12","south-pacific","1","99,148","57,98","1","0","2","French","0","3350108454","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27070311","7cf900af8b987036ab8c2a8415e0c463b9d7b4fca7017130b3c78db007bab010","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"455","pinned_supalosa","12","south-pacific","1","99,148","57,98","1","0","2","French","1","3350108455","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27070312","3098b1650dca657e84a68a99347fc1c9c19f5f87f830db8abde10ff38f369750","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"456","pinned_supalosa","12","south-pacific","1","99,148","57,98","1","0","3","Germans","0","3350108456","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27070313","e5296941b28c915b62a70e78c289128cb5fdce65ca4c062097749ac0c2582ed0","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""engine_nonliteral_termination_draw"",""tick"":22257,""winner"":""draw""}","{""status"":""engine_nonliteral_termination_draw"",""tick"":22257,""winner"":""draw""}","{""status"":""engine_nonliteral_termination_draw"",""tick"":22257,""winner"":""draw""}","{""status"":""engine_nonliteral_termination_draw"",""tick"":22257,""winner"":""draw""}"
"457","pinned_supalosa","12","south-pacific","1","99,148","57,98","1","0","3","Germans","1","3350108457","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27070314","f6ed44e759ca739175dcb6a0b3167a601f7b0c6921cc82a02ea21d8be7d18c91","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"458","pinned_supalosa","12","south-pacific","1","99,148","57,98","1","0","4","British","0","3350108458","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27070315","50137ccdc1d51e9cc1e33730483735fd091d0cf87463d546dc0ae1ad19b32fe2","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""engine_nonliteral_termination_draw"",""tick"":21327,""winner"":""draw""}","{""status"":""engine_nonliteral_termination_draw"",""tick"":21327,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"459","pinned_supalosa","12","south-pacific","1","99,148","57,98","1","0","4","British","1","3350108459","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27070316","a76bdb31d7b1f123db209bdf4aa96ce9e3887ffe97a6a6261ee37a4ca9aab03f","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"460","pinned_supalosa","12","south-pacific","1","99,148","57,98","1","0","5","Africans","0","3350108460","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27070317","c4b4fcf462ca9bed0916124ea1d2fde771f02ccfd334b98464f3c395b6a5ae9f","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"461","pinned_supalosa","12","south-pacific","1","99,148","57,98","1","0","5","Africans","1","3350108461","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27070318","0e0be7c89b4751c3fa473fc68c2768e1b2efa5be2e280f98ba495057e9907f87","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"462","pinned_supalosa","12","south-pacific","1","99,148","57,98","1","0","6","Arabs","0","3350108462","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27070319","cb8dd65fa2cdc97223ba37ce07447c3d1ac0030ed704571e0debe951b7e5bb0b","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"463","pinned_supalosa","12","south-pacific","1","99,148","57,98","1","0","6","Arabs","1","3350108463","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27070320","bd61f54efae675b9f1098e1b0b005b9b26897de049ad5996e054f764df59e21e","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"464","pinned_supalosa","12","south-pacific","1","99,148","57,98","1","0","7","Confederation","0","3350108464","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27070326","0b0a0795ab0a9975426b96ed420ade29c7943b68826d37062374dc9d36bf293d","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"465","pinned_supalosa","12","south-pacific","1","99,148","57,98","1","0","7","Confederation","1","3350108465","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27070327","44ae16807a15b55b8b382f0980d4d149b4edef2036343cc61c4491db28f624f3","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"466","pinned_supalosa","12","south-pacific","1","99,148","57,98","1","0","8","Russians","0","3350108466","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27070328","bf7a8c203e1438ea34a21af43ee090b4e33ee0da84a9713b2ab82cbe20816d72","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"467","pinned_supalosa","12","south-pacific","1","99,148","57,98","1","0","8","Russians","1","3350108467","24000","pinned_supalosa__south-pacific","south-pacific","competitive","27070329","f53d1aec50d465bf956ce7125f5058c1bf166d985015804f6dfaa1eb97f0e006","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"468","pinned_supalosa","13","south-pacific-2","0","57,98","152,96","0","1","0","Americans","0","3350108468","24000","pinned_supalosa__south-pacific-2","south-pacific","competitive","27070330","2954440fe82ed19b7dea9df45d11fcb4fd0e7c8d58c1fb7876b52b0bda6ea7cf","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":13581,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":13581,""winner"":""baseline""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"469","pinned_supalosa","13","south-pacific-2","0","57,98","152,96","0","1","0","Americans","1","3350108469","24000","pinned_supalosa__south-pacific-2","south-pacific","competitive","27070331","385fce2dcfa6cfce6819cca80fb5c34f47c20e134814675d2ef5205085b35456","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":16518,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":16518,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":18187,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":18187,""winner"":""baseline""}"
"470","pinned_supalosa","13","south-pacific-2","0","57,98","152,96","0","1","1","Alliance","0","3350108470","24000","pinned_supalosa__south-pacific-2","south-pacific","competitive","27070332","479e1e786da700e2307961e0985eea1a4fac8d587631dec7ae03c09aabcdefbe","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":16140,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":16140,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":17391,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":17391,""winner"":""baseline""}"
"471","pinned_supalosa","13","south-pacific-2","0","57,98","152,96","0","1","1","Alliance","1","3350108471","24000","pinned_supalosa__south-pacific-2","south-pacific","competitive","27070333","69fa77e3a89932f62669a2c66457de292dfcdf80d8d2f7eab4647427e1485043","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"472","pinned_supalosa","13","south-pacific-2","0","57,98","152,96","0","1","2","French","0","3350108472","24000","pinned_supalosa__south-pacific-2","south-pacific","competitive","27070335","a828d63695d7f5876f27754080b1a42547b1c10bb8e909c4ecdcd7a2168c7b77","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""baseline_win"",""tick"":10652,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":10652,""winner"":""baseline""}"
"473","pinned_supalosa","13","south-pacific-2","0","57,98","152,96","0","1","2","French","1","3350108473","24000","pinned_supalosa__south-pacific-2","south-pacific","competitive","27070336","d7fa0e21bdf71b22e1201287f237adb251896063e3a7856b9064c45086196ba5","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""baseline_win"",""tick"":21730,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":21730,""winner"":""baseline""}"
