"caseIndex","arm","updates","publicCall","budgetDiagnostics"
"186","separated_lanes_v2","24000","{""sha256"":""30cd436c98471298ecd03977d8c74dd0dd0f4b036a2eedabbff7c0cf8aeaebc6"",""bySideAndMethod"":{""baseline.orderUnits"":262,""baseline.pauseProduction"":14,""baseline.placeBuilding"":18,""baseline.queueForProduction"":83,""baseline.resumeProduction"":14,""baseline.sellObject"":2,""baseline.setUnitDebugText"":480,""baseline.toggleRepairWrench"":12,""baseline.unqueueFromProduction"":16,""candidate.orderUnits"":2083,""candidate.pauseProduction"":4,""candidate.placeBuilding"":6,""candidate.queueForProduction"":153,""candidate.resumeProduction"":4,""candidate.setUnitDebugText"":241,""candidate.unqueueFromProduction"":4}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":24000,""budgetMode"":""separated_lanes_v2"",""commandCeiling"":115,""commandCeilingEnforced"":true,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":0,""budgetDenialUpdates"":1533,""budgetDeniedUnitIdOccurrences"":9473,""budgetDeniedDebugCalls"":42,""maxRollingCommandCalls"":115,""maxPendingUnitIds"":16,""maxForwardedChunkSize"":12,""counters"":{""gameplayNonorderCalls"":171,""productionBatches"":162,""proposedCalls"":2199,""proposedUnitIds"":5774,""forwardedOrderCalls"":2083,""forwardedUnitIds"":5401,""sameUnitConflicts"":324,""duplicateSuppressions"":23,""invalidUnitIds"":6,""invalidTargets"":20,""invalidTiles"":0,""supersededPending"":340,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":9473,""pendingUnitIds"":9473,""debugProposals"":283,""debugCoalesced"":0,""debugForwarded"":241,""debugDropped"":42},""telemetrySha256"":""839ccfae9f7a31308782f3b68c924544efe3288e9f258b56d0ce94900a1c3cc6""}"
"186","separated_lanes_unbounded_d1","24000","{""sha256"":""bd8e309fcd32f6a9a6142abd4aa603e7c8fc629f413d57d3ed44ed0b51ec01c5"",""bySideAndMethod"":{""baseline.orderUnits"":323,""baseline.pauseProduction"":7,""baseline.placeBuilding"":15,""baseline.queueForProduction"":78,""baseline.resumeProduction"":6,""baseline.sellObject"":8,""baseline.setUnitDebugText"":482,""baseline.toggleRepairWrench"":18,""baseline.unqueueFromProduction"":10,""candidate.orderUnits"":2221,""candidate.pauseProduction"":4,""candidate.placeBuilding"":6,""candidate.queueForProduction"":153,""candidate.resumeProduction"":4,""candidate.setUnitDebugText"":248,""candidate.unqueueFromProduction"":4}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":24000,""budgetMode"":""separated_lanes_unbounded_d1"",""commandCeiling"":null,""commandCeilingEnforced"":false,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":4248,""budgetDenialUpdates"":0,""budgetDeniedUnitIdOccurrences"":0,""budgetDeniedDebugCalls"":0,""maxRollingCommandCalls"":169,""maxPendingUnitIds"":0,""maxForwardedChunkSize"":13,""counters"":{""gameplayNonorderCalls"":171,""productionBatches"":162,""proposedCalls"":2224,""proposedUnitIds"":6147,""forwardedOrderCalls"":2221,""forwardedUnitIds"":6144,""sameUnitConflicts"":0,""duplicateSuppressions"":3,""invalidUnitIds"":0,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":0,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":0,""pendingUnitIds"":0,""debugProposals"":248,""debugCoalesced"":0,""debugForwarded"":248,""debugDropped"":0},""telemetrySha256"":""ad6d091958e11456e29956cc5a0a3f425def9d1a469395a34b8b7af7cadc40d6""}"
"187","disabled","24000","{""sha256"":""fb1c9e8a8a5e8c602f2febe2e470774b55c1230a9b087437819d88558acabb69"",""bySideAndMethod"":{""baseline.orderUnits"":255,""baseline.pauseProduction"":12,""baseline.placeBuilding"":16,""baseline.queueForProduction"":78,""baseline.resumeProduction"":11,""baseline.sellObject"":7,""baseline.setUnitDebugText"":473,""baseline.toggleRepairWrench"":8,""baseline.unqueueFromProduction"":10,""candidate.orderUnits"":2660,""candidate.pauseProduction"":4,""candidate.placeBuilding"":6,""candidate.queueForProduction"":153,""candidate.resumeProduction"":4,""candidate.setUnitDebugText"":228,""candidate.unqueueFromProduction"":4}}",""
"187","separated_lanes_v2","24000","{""sha256"":""ab18cec6fdf0dd5cfddf58261f3bc1f23e616f1716140377fefb346fb550b51a"",""bySideAndMethod"":{""baseline.orderUnits"":329,""baseline.pauseProduction"":9,""baseline.placeBuilding"":18,""baseline.queueForProduction"":68,""baseline.resumeProduction"":9,""baseline.sellObject"":4,""baseline.setUnitDebugText"":371,""baseline.toggleRepairWrench"":3,""baseline.unqueueFromProduction"":10,""candidate.orderUnits"":1807,""candidate.pauseProduction"":4,""candidate.placeBuilding"":6,""candidate.queueForProduction"":152,""candidate.resumeProduction"":4,""candidate.setUnitDebugText"":314,""candidate.toggleRepairWrench"":1,""candidate.unqueueFromProduction"":4}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":24000,""budgetMode"":""separated_lanes_v2"",""commandCeiling"":115,""commandCeilingEnforced"":true,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":0,""budgetDenialUpdates"":1266,""budgetDeniedUnitIdOccurrences"":8817,""budgetDeniedDebugCalls"":37,""maxRollingCommandCalls"":115,""maxPendingUnitIds"":16,""maxForwardedChunkSize"":13,""counters"":{""gameplayNonorderCalls"":171,""productionBatches"":161,""proposedCalls"":1905,""proposedUnitIds"":5407,""forwardedOrderCalls"":1807,""forwardedUnitIds"":5061,""sameUnitConflicts"":294,""duplicateSuppressions"":21,""invalidUnitIds"":7,""invalidTargets"":24,""invalidTiles"":0,""supersededPending"":310,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":8817,""pendingUnitIds"":8817,""debugProposals"":351,""debugCoalesced"":0,""debugForwarded"":314,""debugDropped"":37},""telemetrySha256"":""93e73b6af0e2a6b32828826d6ae129b2290f606d6e0136c6c9991e5671844107""}"
"187","separated_lanes_unbounded_d1","24000","{""sha256"":""460d14445e713edcb03571580df6d8c3ade744750b9c1e71d83782529a031d63"",""bySideAndMethod"":{""baseline.orderUnits"":255,""baseline.pauseProduction"":12,""baseline.placeBuilding"":16,""baseline.queueForProduction"":78,""baseline.resumeProduction"":11,""baseline.sellObject"":7,""baseline.setUnitDebugText"":473,""baseline.toggleRepairWrench"":8,""baseline.unqueueFromProduction"":10,""candidate.orderUnits"":2657,""candidate.pauseProduction"":4,""candidate.placeBuilding"":6,""candidate.queueForProduction"":153,""candidate.resumeProduction"":4,""candidate.setUnitDebugText"":228,""candidate.unqueueFromProduction"":4}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":24000,""budgetMode"":""separated_lanes_unbounded_d1"",""commandCeiling"":null,""commandCeilingEnforced"":false,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":7617,""budgetDenialUpdates"":0,""budgetDeniedUnitIdOccurrences"":0,""budgetDeniedDebugCalls"":0,""maxRollingCommandCalls"":295,""maxPendingUnitIds"":0,""maxForwardedChunkSize"":12,""counters"":{""gameplayNonorderCalls"":171,""productionBatches"":162,""proposedCalls"":2660,""proposedUnitIds"":9788,""forwardedOrderCalls"":2657,""forwardedUnitIds"":9785,""sameUnitConflicts"":0,""duplicateSuppressions"":3,""invalidUnitIds"":0,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":0,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":0,""pendingUnitIds"":0,""debugProposals"":228,""debugCoalesced"":0,""debugForwarded"":228,""debugDropped"":0},""telemetrySha256"":""d95e1a96f41b954ffc9583d63558fb41d1e89aa487ad24ecb9bebc84aceb03f4""}"
"188","disabled","24000","{""sha256"":""12cf5784912ccfa8fcd8c28ce37cae75a6e6a61b3af5814efcaa4a6151c9bc61"",""bySideAndMethod"":{""baseline.activateSuperWeapon"":5,""baseline.orderUnits"":1626,""baseline.pauseProduction"":20,""baseline.placeBuilding"":21,""baseline.queueForProduction"":77,""baseline.resumeProduction"":17,""baseline.setUnitDebugText"":352,""baseline.toggleRepairWrench"":10,""baseline.unqueueFromProduction"":15,""candidate.activateSuperWeapon"":3,""candidate.orderUnits"":725,""candidate.pauseProduction"":22,""candidate.placeBuilding"":10,""candidate.queueForProduction"":67,""candidate.resumeProduction"":20,""candidate.setUnitDebugText"":138,""candidate.toggleRepairWrench"":8,""candidate.unqueueFromProduction"":13}}",""
"188","separated_lanes_v2","24000","{""sha256"":""6da036344527c8fba495e2404f1a447c73d3e173f056dcc2605176e2f4e4db07"",""bySideAndMethod"":{""baseline.activateSuperWeapon"":5,""baseline.orderUnits"":1476,""baseline.pauseProduction"":17,""baseline.placeBuilding"":22,""baseline.queueForProduction"":79,""baseline.resumeProduction"":17,""baseline.sellObject"":1,""baseline.setUnitDebugText"":379,""baseline.toggleRepairWrench"":16,""baseline.unqueueFromProduction"":16,""candidate.activateSuperWeapon"":3,""candidate.orderUnits"":732,""candidate.pauseProduction"":17,""candidate.placeBuilding"":10,""candidate.queueForProduction"":63,""candidate.resumeProduction"":15,""candidate.setUnitDebugText"":188,""candidate.toggleRepairWrench"":8,""candidate.unqueueFromProduction"":12}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":24000,""budgetMode"":""separated_lanes_v2"",""commandCeiling"":115,""commandCeilingEnforced"":true,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":0,""budgetDenialUpdates"":410,""budgetDeniedUnitIdOccurrences"":1584,""budgetDeniedDebugCalls"":10,""maxRollingCommandCalls"":115,""maxPendingUnitIds"":8,""maxForwardedChunkSize"":8,""counters"":{""gameplayNonorderCalls"":128,""productionBatches"":100,""proposedCalls"":780,""proposedUnitIds"":2180,""forwardedOrderCalls"":732,""forwardedUnitIds"":2076,""sameUnitConflicts"":87,""duplicateSuppressions"":17,""invalidUnitIds"":0,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":87,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":1584,""pendingUnitIds"":1584,""debugProposals"":198,""debugCoalesced"":0,""debugForwarded"":188,""debugDropped"":10},""telemetrySha256"":""5a62c1a7b4ceb255f328bce2ba862fd547be57506ae1e8d491b102dde92b26e7""}"
"188","separated_lanes_unbounded_d1","24000","{""sha256"":""20e73449a8dec4851934104a09be8c1e104a7ae344476b7b769d373908bc0ba8"",""bySideAndMethod"":{""baseline.activateSuperWeapon"":4,""baseline.orderUnits"":557,""baseline.pauseProduction"":25,""baseline.placeBuilding"":24,""baseline.queueForProduction"":98,""baseline.resumeProduction"":24,""baseline.setUnitDebugText"":446,""baseline.toggleRepairWrench"":10,""baseline.unqueueFromProduction"":21,""candidate.activateSuperWeapon"":3,""candidate.orderUnits"":1226,""candidate.pauseProduction"":29,""candidate.placeBuilding"":21,""candidate.queueForProduction"":99,""candidate.resumeProduction"":25,""candidate.setUnitDebugText"":263,""candidate.toggleRepairWrench"":33,""candidate.unqueueFromProduction"":20}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":24000,""budgetMode"":""separated_lanes_unbounded_d1"",""commandCeiling"":null,""commandCeilingEnforced"":false,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":1992,""budgetDenialUpdates"":0,""budgetDeniedUnitIdOccurrences"":0,""budgetDeniedDebugCalls"":0,""maxRollingCommandCalls"":173,""maxPendingUnitIds"":0,""maxForwardedChunkSize"":11,""counters"":{""gameplayNonorderCalls"":230,""productionBatches"":158,""proposedCalls"":1234,""proposedUnitIds"":3016,""forwardedOrderCalls"":1226,""forwardedUnitIds"":2998,""sameUnitConflicts"":0,""duplicateSuppressions"":18,""invalidUnitIds"":0,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":0,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":0,""pendingUnitIds"":0,""debugProposals"":263,""debugCoalesced"":0,""debugForwarded"":263,""debugDropped"":0},""telemetrySha256"":""b589eb2163533ba64b194ce0a85a577d068cb091dcd18178fc4da8d0853c5828""}"
"189","disabled","10780","{""sha256"":""4ec5cb020e0312767074d4873cbaaa98e7146f2db0f74761198f4ac58db0d760"",""bySideAndMethod"":{""baseline.orderUnits"":120,""baseline.pauseProduction"":10,""baseline.placeBuilding"":9,""baseline.queueForProduction"":39,""baseline.quitGame"":24,""baseline.resumeProduction"":9,""baseline.sayAll"":1,""baseline.setUnitDebugText"":152,""baseline.toggleRepairWrench"":17,""baseline.unqueueFromProduction"":4,""candidate.orderUnits"":759,""candidate.pauseProduction"":10,""candidate.placeBuilding"":7,""candidate.queueForProduction"":56,""candidate.resumeProduction"":10,""candidate.setUnitDebugText"":81,""candidate.unqueueFromProduction"":8}}",""
"189","separated_lanes_v2","24000","{""sha256"":""5e271b4a4b1917abed30fcc7dfac985e8f0e508b5d9032ac572fe2518577216f"",""bySideAndMethod"":{""baseline.activateSuperWeapon"":3,""baseline.orderUnits"":648,""baseline.pauseProduction"":22,""baseline.placeBuilding"":17,""baseline.queueForProduction"":84,""baseline.resumeProduction"":20,""baseline.setUnitDebugText"":435,""baseline.toggleRepairWrench"":10,""baseline.unqueueFromProduction"":17,""candidate.activateSuperWeapon"":3,""candidate.orderUnits"":1115,""candidate.pauseProduction"":25,""candidate.placeBuilding"":15,""candidate.queueForProduction"":76,""candidate.resumeProduction"":22,""candidate.setUnitDebugText"":171,""candidate.toggleRepairWrench"":32,""candidate.unqueueFromProduction"":15}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":24000,""budgetMode"":""separated_lanes_v2"",""commandCeiling"":115,""commandCeilingEnforced"":true,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":0,""budgetDenialUpdates"":782,""budgetDeniedUnitIdOccurrences"":3112,""budgetDeniedDebugCalls"":12,""maxRollingCommandCalls"":115,""maxPendingUnitIds"":11,""maxForwardedChunkSize"":8,""counters"":{""gameplayNonorderCalls"":188,""productionBatches"":125,""proposedCalls"":1204,""proposedUnitIds"":3141,""forwardedOrderCalls"":1115,""forwardedUnitIds"":2982,""sameUnitConflicts"":123,""duplicateSuppressions"":19,""invalidUnitIds"":5,""invalidTargets"":12,""invalidTiles"":0,""supersededPending"":123,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":3112,""pendingUnitIds"":3112,""debugProposals"":183,""debugCoalesced"":0,""debugForwarded"":171,""debugDropped"":12},""telemetrySha256"":""8b6f7c64e6d246fd8c84e7b8cd77b2375c8ac74e1b8d06bc03377d0e9456d59c""}"
"189","separated_lanes_unbounded_d1","21134","{""sha256"":""965a46e2e3996f408793d28eab3af2c22fe01e0d228478c6e3224bbbf8696000"",""bySideAndMethod"":{""baseline.activateSuperWeapon"":3,""baseline.orderUnits"":884,""baseline.pauseProduction"":13,""baseline.placeBuilding"":16,""baseline.queueForProduction"":65,""baseline.resumeProduction"":13,""baseline.setUnitDebugText"":207,""baseline.toggleRepairWrench"":18,""baseline.unqueueFromProduction"":12,""candidate.orderUnits"":734,""candidate.pauseProduction"":18,""candidate.placeBuilding"":9,""candidate.queueForProduction"":68,""candidate.resumeProduction"":15,""candidate.setUnitDebugText"":95,""candidate.toggleRepairWrench"":15,""candidate.unqueueFromProduction"":14}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":21134,""budgetMode"":""separated_lanes_unbounded_d1"",""commandCeiling"":null,""commandCeilingEnforced"":false,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":984,""budgetDenialUpdates"":0,""budgetDeniedUnitIdOccurrences"":0,""budgetDeniedDebugCalls"":0,""maxRollingCommandCalls"":161,""maxPendingUnitIds"":0,""maxForwardedChunkSize"":7,""counters"":{""gameplayNonorderCalls"":139,""productionBatches"":107,""proposedCalls"":739,""proposedUnitIds"":2136,""forwardedOrderCalls"":734,""forwardedUnitIds"":2127,""sameUnitConflicts"":0,""duplicateSuppressions"":9,""invalidUnitIds"":0,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":0,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":0,""pendingUnitIds"":0,""debugProposals"":95,""debugCoalesced"":0,""debugForwarded"":95,""debugDropped"":0},""telemetrySha256"":""fb065def97c544c7818ef2b7bf8d70c7021de0dbba25f6535da2213a31889dee""}"
"190","disabled","24000","{""sha256"":""1f55f8d79638af45792f23d5952b6cb6948ebabdd68d96e3c04b64006d6c3438"",""bySideAndMethod"":{""baseline.orderUnits"":335,""baseline.pauseProduction"":7,""baseline.placeBuilding"":12,""baseline.queueForProduction"":76,""baseline.resumeProduction"":7,""baseline.setUnitDebugText"":233,""baseline.toggleRepairWrench"":36,""baseline.unqueueFromProduction"":9,""candidate.orderUnits"":1442,""candidate.pauseProduction"":16,""candidate.placeBuilding"":12,""candidate.queueForProduction"":144,""candidate.resumeProduction"":15,""candidate.setUnitDebugText"":247,""candidate.unqueueFromProduction"":9}}",""
"190","separated_lanes_v2","24000","{""sha256"":""4726e1d9501ee826972ccaba491b8c969703228dd27b787f17e04351c18d5d9c"",""bySideAndMethod"":{""baseline.orderUnits"":325,""baseline.pauseProduction"":9,""baseline.placeBuilding"":17,""baseline.queueForProduction"":72,""baseline.resumeProduction"":8,""baseline.setUnitDebugText"":184,""baseline.toggleRepairWrench"":31,""baseline.unqueueFromProduction"":9,""candidate.orderUnits"":1157,""candidate.pauseProduction"":24,""candidate.placeBuilding"":13,""candidate.queueForProduction"":138,""candidate.resumeProduction"":23,""candidate.setUnitDebugText"":323,""candidate.unqueueFromProduction"":9}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":24000,""budgetMode"":""separated_lanes_v2"",""commandCeiling"":115,""commandCeilingEnforced"":true,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":0,""budgetDenialUpdates"":76,""budgetDeniedUnitIdOccurrences"":204,""budgetDeniedDebugCalls"":8,""maxRollingCommandCalls"":115,""maxPendingUnitIds"":9,""maxForwardedChunkSize"":19,""counters"":{""gameplayNonorderCalls"":207,""productionBatches"":186,""proposedCalls"":1165,""proposedUnitIds"":3360,""forwardedOrderCalls"":1157,""forwardedUnitIds"":3353,""sameUnitConflicts"":1,""duplicateSuppressions"":6,""invalidUnitIds"":0,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":1,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":204,""pendingUnitIds"":204,""debugProposals"":331,""debugCoalesced"":0,""debugForwarded"":323,""debugDropped"":8},""telemetrySha256"":""3d6a18dc7505dc9521604d46458f309c36133c8b9954a49f068710c43c5379b0""}"
"190","separated_lanes_unbounded_d1","24000","{""sha256"":""a42ed7272c315fedb81cfc4045f44fbdbff41f8757baf5224750c4f5fed9b254"",""bySideAndMethod"":{""baseline.orderUnits"":335,""baseline.pauseProduction"":7,""baseline.placeBuilding"":12,""baseline.queueForProduction"":76,""baseline.resumeProduction"":7,""baseline.setUnitDebugText"":233,""baseline.toggleRepairWrench"":36,""baseline.unqueueFromProduction"":9,""candidate.orderUnits"":1436,""candidate.pauseProduction"":16,""candidate.placeBuilding"":12,""candidate.queueForProduction"":144,""candidate.resumeProduction"":15,""candidate.setUnitDebugText"":247,""candidate.unqueueFromProduction"":9}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":24000,""budgetMode"":""separated_lanes_unbounded_d1"",""commandCeiling"":null,""commandCeilingEnforced"":false,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":2398,""budgetDenialUpdates"":0,""budgetDeniedUnitIdOccurrences"":0,""budgetDeniedDebugCalls"":0,""maxRollingCommandCalls"":210,""maxPendingUnitIds"":0,""maxForwardedChunkSize"":14,""counters"":{""gameplayNonorderCalls"":196,""productionBatches"":176,""proposedCalls"":1442,""proposedUnitIds"":4438,""forwardedOrderCalls"":1436,""forwardedUnitIds"":4432,""sameUnitConflicts"":0,""duplicateSuppressions"":6,""invalidUnitIds"":0,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":0,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":0,""pendingUnitIds"":0,""debugProposals"":247,""debugCoalesced"":0,""debugForwarded"":247,""debugDropped"":0},""telemetrySha256"":""8e52177972548801300c5abfb4ff63ade5dff8864248899cb4173d993cb9749d""}"
"191","disabled","24000","{""sha256"":""0e69415992679bad10da046692dbf9817b08a4526f56458b3b70bcbfcf36f293"",""bySideAndMethod"":{""baseline.orderUnits"":321,""baseline.pauseProduction"":8,""baseline.placeBuilding"":13,""baseline.queueForProduction"":68,""baseline.resumeProduction"":7,""baseline.setUnitDebugText"":199,""baseline.toggleRepairWrench"":32,""baseline.unqueueFromProduction"":12,""candidate.orderUnits"":1397,""candidate.pauseProduction"":15,""candidate.placeBuilding"":12,""candidate.queueForProduction"":144,""candidate.resumeProduction"":14,""candidate.setUnitDebugText"":201,""candidate.unqueueFromProduction"":9}}",""
"191","separated_lanes_v2","24000","{""sha256"":""7d06a94633a01a057ffe4dc6eb093a95eceb9b15869cc99c56bcf268f8fd24b7"",""bySideAndMethod"":{""baseline.orderUnits"":348,""baseline.pauseProduction"":8,""baseline.placeBuilding"":16,""baseline.queueForProduction"":64,""baseline.resumeProduction"":8,""baseline.sellObject"":1,""baseline.setUnitDebugText"":223,""baseline.toggleRepairWrench"":16,""baseline.unqueueFromProduction"":10,""candidate.orderUnits"":1081,""candidate.pauseProduction"":24,""candidate.placeBuilding"":15,""candidate.queueForProduction"":144,""candidate.resumeProduction"":23,""candidate.setUnitDebugText"":296,""candidate.toggleRepairWrench"":1,""candidate.unqueueFromProduction"":12}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":24000,""budgetMode"":""separated_lanes_v2"",""commandCeiling"":115,""commandCeilingEnforced"":true,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":0,""budgetDenialUpdates"":52,""budgetDeniedUnitIdOccurrences"":144,""budgetDeniedDebugCalls"":6,""maxRollingCommandCalls"":115,""maxPendingUnitIds"":9,""maxForwardedChunkSize"":15,""counters"":{""gameplayNonorderCalls"":219,""productionBatches"":189,""proposedCalls"":1088,""proposedUnitIds"":3075,""forwardedOrderCalls"":1081,""forwardedUnitIds"":3068,""sameUnitConflicts"":1,""duplicateSuppressions"":6,""invalidUnitIds"":0,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":1,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":144,""pendingUnitIds"":144,""debugProposals"":302,""debugCoalesced"":0,""debugForwarded"":296,""debugDropped"":6},""telemetrySha256"":""6639a2043ede2ad49cca7ef2342cd3611130032a2e840af20856cdbb82ab3278""}"
"191","separated_lanes_unbounded_d1","24000","{""sha256"":""ae7cbfd6018affef4c770fca1e8b528526bc8f361a4105d26a38e047ef42b1da"",""bySideAndMethod"":{""baseline.orderUnits"":321,""baseline.pauseProduction"":8,""baseline.placeBuilding"":13,""baseline.queueForProduction"":68,""baseline.resumeProduction"":7,""baseline.setUnitDebugText"":199,""baseline.toggleRepairWrench"":32,""baseline.unqueueFromProduction"":12,""candidate.orderUnits"":1391,""candidate.pauseProduction"":15,""candidate.placeBuilding"":12,""candidate.queueForProduction"":144,""candidate.resumeProduction"":14,""candidate.setUnitDebugText"":201,""candidate.unqueueFromProduction"":9}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":24000,""budgetMode"":""separated_lanes_unbounded_d1"",""commandCeiling"":null,""commandCeilingEnforced"":false,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":1920,""budgetDenialUpdates"":0,""budgetDeniedUnitIdOccurrences"":0,""budgetDeniedDebugCalls"":0,""maxRollingCommandCalls"":146,""maxPendingUnitIds"":0,""maxForwardedChunkSize"":12,""counters"":{""gameplayNonorderCalls"":194,""productionBatches"":175,""proposedCalls"":1397,""proposedUnitIds"":3263,""forwardedOrderCalls"":1391,""forwardedUnitIds"":3257,""sameUnitConflicts"":0,""duplicateSuppressions"":6,""invalidUnitIds"":0,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":0,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":0,""pendingUnitIds"":0,""debugProposals"":201,""debugCoalesced"":0,""debugForwarded"":201,""debugDropped"":0},""telemetrySha256"":""5b3590df21117e770b63156d9700cfeec646ab94c19ae79121a9e05c4c147057""}"
"192","disabled","21106","{""sha256"":""f5ccaba845a488fff27a1f1aa4af0c2dadc718d8a09228be59d463489a838dcb"",""bySideAndMethod"":{""baseline.activateSuperWeapon"":4,""baseline.orderUnits"":1077,""baseline.pauseProduction"":12,""baseline.placeBuilding"":14,""baseline.queueForProduction"":55,""baseline.resumeProduction"":12,""baseline.setUnitDebugText"":223,""baseline.toggleRepairWrench"":5,""baseline.unqueueFromProduction"":7,""candidate.orderUnits"":444,""candidate.pauseProduction"":16,""candidate.placeBuilding"":7,""candidate.queueForProduction"":76,""candidate.resumeProduction"":14,""candidate.setUnitDebugText"":191,""candidate.toggleRepairWrench"":12,""candidate.unqueueFromProduction"":39}}",""
"192","separated_lanes_v2","19952","{""sha256"":""239c7f5c56ea90e0719a2d405621ccbd72ec2e3a1eb11d223f955b28b6b0bac7"",""bySideAndMethod"":{""baseline.activateSuperWeapon"":4,""baseline.orderUnits"":1244,""baseline.pauseProduction"":9,""baseline.placeBuilding"":14,""baseline.queueForProduction"":50,""baseline.resumeProduction"":9,""baseline.setUnitDebugText"":199,""baseline.toggleRepairWrench"":6,""baseline.unqueueFromProduction"":8,""candidate.orderUnits"":410,""candidate.pauseProduction"":8,""candidate.placeBuilding"":8,""candidate.queueForProduction"":59,""candidate.resumeProduction"":7,""candidate.setUnitDebugText"":68,""candidate.toggleRepairWrench"":10,""candidate.unqueueFromProduction"":25}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":19952,""budgetMode"":""separated_lanes_v2"",""commandCeiling"":115,""commandCeilingEnforced"":true,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":0,""budgetDenialUpdates"":355,""budgetDeniedUnitIdOccurrences"":1491,""budgetDeniedDebugCalls"":28,""maxRollingCommandCalls"":115,""maxPendingUnitIds"":8,""maxForwardedChunkSize"":7,""counters"":{""gameplayNonorderCalls"":117,""productionBatches"":91,""proposedCalls"":445,""proposedUnitIds"":899,""forwardedOrderCalls"":410,""forwardedUnitIds"":794,""sameUnitConflicts"":96,""duplicateSuppressions"":8,""invalidUnitIds"":1,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":96,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":1491,""pendingUnitIds"":1491,""debugProposals"":96,""debugCoalesced"":0,""debugForwarded"":68,""debugDropped"":28},""telemetrySha256"":""e7659bf5e7c5c9fb452282e6415060bee7a84634765822e6fdb892a031f7c71e""}"
